   id   | start_year | start_day | start_time | end_year | end_day | end_time | density 
 472603 |       2023 |       161 |       2320 |     2023 |     162 |       40 |       2
 472686 |       2023 |       162 |       2220 |     2023 |     162 |     2340 |       2
 472749 |       2023 |       163 |       1910 |     2023 |     163 |     2340 |       2
 472810 |       2023 |       164 |       2000 |     2023 |     165 |        0 |       2
 472828 |       2023 |       165 |       1200 |     2023 |     165 |     1520 |       3
 472854 |       2023 |       165 |       1200 |     2023 |     165 |     1520 |       2
 472876 |       2023 |       165 |       1840 |     2023 |     165 |     2300 |       2
 472872 |       2023 |       165 |       1840 |     2023 |     165 |     2300 |       3
 472937 |       2023 |       166 |       1820 |     2023 |     166 |     2250 |       2
 472928 |       2023 |       166 |       1030 |     2023 |     166 |     1710 |       2
 472996 |       2023 |       167 |        900 |     2023 |     167 |     1500 |       2
 473018 |       2023 |       167 |       1840 |     2023 |     167 |     2310 |       2
 473114 |       2023 |       168 |       1940 |     2023 |     168 |     2310 |       2
 473106 |       2023 |       168 |       1940 |     2023 |     168 |     2310 |       3
 473091 |       2023 |       168 |       1000 |     2023 |     168 |     1500 |       2
 473097 |       2023 |       168 |       1000 |     2023 |     168 |     1500 |       3
 473131 |       2023 |       169 |        900 |     2023 |     169 |     1500 |       3
 473128 |       2023 |       169 |        900 |     2023 |     169 |     1500 |       3
 473182 |       2023 |       169 |       1810 |     2023 |     169 |     2240 |       3
 473183 |       2023 |       169 |       1810 |     2023 |     169 |     2240 |       2
 473155 |       2023 |       169 |        900 |     2023 |     169 |     1500 |       2
 473192 |       2023 |       170 |       1130 |     2023 |     170 |     1400 |       2
 473241 |       2023 |       170 |       1800 |     2023 |     170 |     2200 |       2
 473359 |       2023 |       171 |        900 |     2023 |     171 |     1500 |       2
 473427 |       2023 |       171 |       2200 |     2023 |     172 |      200 |       2
 473445 |       2023 |       172 |        900 |     2023 |     172 |     1500 |       2
 473543 |       2023 |       173 |        900 |     2023 |     173 |     1500 |       2
 473613 |       2023 |       173 |       2200 |     2023 |     174 |      200 |       3
 473566 |       2023 |       173 |        900 |     2023 |     173 |     1500 |       3
 473619 |       2023 |       173 |       2200 |     2023 |     174 |      200 |       2
 473657 |       2023 |       174 |        900 |     2023 |     174 |     1500 |       2
 473671 |       2023 |       174 |        900 |     2023 |     174 |     1500 |       3
 473693 |       2023 |       174 |       1830 |     2023 |     174 |     2300 |       3
 473695 |       2023 |       174 |       1830 |     2023 |     174 |     2300 |       2
 473712 |       2023 |       175 |       1910 |     2023 |     175 |     2330 |       2
 473703 |       2023 |       175 |       1050 |     2023 |     175 |     1450 |       2
 473833 |       2023 |       177 |       1100 |     2023 |     177 |     1510 |       2
 473850 |       2023 |       177 |       1830 |     2023 |     177 |     2300 |       2
 473903 |       2023 |       178 |       1800 |     2023 |     179 |        0 |       2
 473907 |       2023 |       178 |       1800 |     2023 |     179 |        0 |       3
 473855 |       2023 |       178 |       1050 |     2023 |     178 |     1450 |       2
 473861 |       2023 |       178 |       1050 |     2023 |     178 |     1450 |       3
 473909 |       2023 |       179 |       1050 |     2023 |     179 |     1450 |       2
 473942 |       2023 |       179 |       1840 |     2023 |     179 |     2300 |       2
 473972 |       2023 |       180 |       1100 |     2023 |     180 |     1540 |       2
 473979 |       2023 |       180 |       1810 |     2023 |     180 |     2240 |       2
 474009 |       2023 |       181 |       1900 |     2023 |     181 |     2330 |       2
 474003 |       2023 |       181 |       1100 |     2023 |     181 |     1500 |       2
 474035 |       2023 |       182 |       1750 |     2023 |     183 |      200 |       2
 474021 |       2023 |       182 |       1100 |     2023 |     182 |     1500 |       2
 474036 |       2023 |       182 |       1750 |     2023 |     183 |      200 |       2
 474054 |       2023 |       183 |       1340 |     2023 |     183 |     1340 |       2
 474087 |       2023 |       184 |        900 |     2023 |     184 |     1300 |       2
 474089 |       2023 |       184 |        900 |     2023 |     184 |     1300 |       2
 474251 |       2023 |       186 |       2000 |     2023 |     187 |       10 |       2
 474275 |       2023 |       187 |       1940 |     2023 |     187 |     2340 |       2
 474316 |       2023 |       188 |       2000 |     2023 |     189 |      100 |       2
 474373 |       2023 |       189 |        900 |     2023 |     189 |     1500 |       2
 474349 |       2023 |       189 |        900 |     2023 |     189 |     1500 |       2
 474436 |       2023 |       190 |        900 |     2023 |     190 |     1500 |       3
 474429 |       2023 |       190 |        900 |     2023 |     190 |     1500 |       2
 474404 |       2023 |       190 |         40 |     2023 |     190 |      100 |       2
 474438 |       2023 |       190 |       2050 |     2023 |     191 |       50 |       3
 474451 |       2023 |       190 |       2050 |     2023 |     191 |       50 |       2
 474433 |       2023 |       190 |        900 |     2023 |     190 |     1500 |       3
 474426 |       2023 |       190 |        900 |     2023 |     190 |     1500 |       2
 474461 |       2023 |       191 |        900 |     2023 |     191 |     1300 |       2
 474466 |       2023 |       191 |       1820 |     2023 |     191 |     2250 |       3
 474459 |       2023 |       191 |        900 |     2023 |     191 |     1300 |       3
 474469 |       2023 |       191 |       1820 |     2023 |     191 |     2250 |       2
 474479 |       2023 |       192 |       1100 |     2023 |     192 |     1500 |       2
 474494 |       2023 |       192 |       2110 |     2023 |     192 |     2110 |       2
 474501 |       2023 |       193 |        900 |     2023 |     193 |     1500 |       2
 474518 |       2023 |       193 |       2000 |     2023 |     194 |        0 |       2
 474538 |       2023 |       194 |       2110 |     2023 |     195 |      110 |       2
 474539 |       2023 |       194 |       2110 |     2023 |     195 |      110 |       3
 474523 |       2023 |       194 |       1200 |     2023 |     194 |     1600 |       2
 474573 |       2023 |       195 |       2100 |     2023 |     196 |      100 |       3
 474585 |       2023 |       195 |       2100 |     2023 |     196 |      100 |       2
 474547 |       2023 |       195 |       1100 |     2023 |     195 |     1610 |       2
 474601 |       2023 |       196 |        900 |     2023 |     196 |     1500 |       3
 474658 |       2023 |       196 |       2000 |     2023 |     197 |        0 |       2
 474603 |       2023 |       196 |        900 |     2023 |     196 |     1500 |       2
 474659 |       2023 |       196 |       2000 |     2023 |     197 |        0 |       3
 474708 |       2023 |       197 |       2000 |     2023 |     198 |        0 |       2
 474673 |       2023 |       197 |        900 |     2023 |     197 |     1500 |       3
 474683 |       2023 |       197 |        900 |     2023 |     197 |     1500 |       2
 474723 |       2023 |       198 |       2000 |     2023 |     199 |        0 |       2
 474788 |       2023 |       199 |       1850 |     2023 |     199 |     2320 |       2
 474758 |       2023 |       199 |        900 |     2023 |     199 |     1500 |       3
 474748 |       2023 |       199 |        900 |     2023 |     199 |     1500 |       2
 474805 |       2023 |       200 |       1820 |     2023 |     200 |     2250 |       2
 474793 |       2023 |       200 |        900 |     2023 |     200 |     1600 |       2
 474905 |       2023 |       201 |       2000 |     2023 |     202 |        0 |       2
 474962 |       2023 |       202 |       2000 |     2023 |     203 |        0 |       2
 474914 |       2023 |       202 |        900 |     2023 |     202 |     1500 |       2
 475001 |       2023 |       203 |        900 |     2023 |     203 |     1530 |       2
 475009 |       2023 |       203 |       1850 |     2023 |     203 |     2320 |       2
 475028 |       2023 |       204 |       1000 |     2023 |     204 |     1600 |       2
 475027 |       2023 |       204 |       1000 |     2023 |     204 |     1600 |       3
 475033 |       2023 |       204 |       1920 |     2023 |     205 |        0 |       3
 475030 |       2023 |       204 |       1840 |     2023 |     204 |     2310 |       2
 475054 |       2023 |       205 |       1850 |     2023 |     205 |     2310 |       2
 475050 |       2023 |       205 |        900 |     2023 |     205 |     1540 |       2
 475055 |       2023 |       205 |       1930 |     2023 |     206 |        0 |       3
 475052 |       2023 |       205 |        900 |     2023 |     205 |     1540 |       3
 475061 |       2023 |       206 |        900 |     2023 |     206 |     1600 |       2
 475065 |       2023 |       206 |       2140 |     2023 |     206 |     2140 |       3
 475059 |       2023 |       206 |        900 |     2023 |     206 |     1600 |       3
 475064 |       2023 |       206 |       2140 |     2023 |     206 |     2140 |       2
 475088 |       2023 |       207 |       1900 |     2023 |     207 |     2330 |       2
 475073 |       2023 |       207 |        900 |     2023 |     207 |     1300 |       2
 475104 |       2023 |       208 |       1100 |     2023 |     208 |     1400 |       2
 475121 |       2023 |       208 |       1840 |     2023 |     208 |     2310 |       2
 475162 |       2023 |       210 |       1000 |     2023 |     210 |     1650 |       2
 475198 |       2023 |       211 |       1900 |     2023 |     211 |     2350 |       3
 475187 |       2023 |       211 |       1330 |     2023 |     211 |     1500 |       2
 475203 |       2023 |       211 |       1900 |     2023 |     211 |     2350 |       2
 475212 |       2023 |       212 |        900 |     2023 |     212 |     1300 |       3
 475274 |       2023 |       212 |       1810 |     2023 |     213 |      230 |       2
 475253 |       2023 |       212 |       1810 |     2023 |     213 |      230 |       3
 475233 |       2023 |       212 |        900 |     2023 |     212 |     1300 |       2
 475320 |       2023 |       213 |       1740 |     2023 |     214 |      230 |       2
 475283 |       2023 |       213 |        900 |     2023 |     213 |     1300 |       2
 475291 |       2023 |       213 |        900 |     2023 |     213 |     1300 |       3
 475315 |       2023 |       213 |       1740 |     2023 |     214 |      230 |       3
 475355 |       2023 |       214 |        900 |     2023 |     214 |     1300 |       2
 475397 |       2023 |       214 |       1800 |     2023 |     215 |      110 |       2
 475357 |       2023 |       214 |        900 |     2023 |     214 |     1300 |       3
 475433 |       2023 |       215 |       1940 |     2023 |     216 |       10 |       2
 475424 |       2023 |       215 |       1240 |     2023 |     215 |     1640 |       2
 475456 |       2023 |       216 |       1320 |     2023 |     216 |     1450 |       3
 475457 |       2023 |       216 |       1320 |     2023 |     216 |     1450 |       2
 475464 |       2023 |       216 |       1920 |     2023 |     216 |     2350 |       2
 475524 |       2023 |       217 |       1910 |     2023 |     217 |     2340 |       2
 475515 |       2023 |       217 |       1100 |     2023 |     217 |     1640 |       2
 475773 |       2023 |       219 |       2000 |     2023 |     220 |        0 |       2
 475736 |       2023 |       219 |       1000 |     2023 |     219 |     1600 |       2
 475799 |       2023 |       220 |       1000 |     2023 |     220 |     1600 |       2
 475825 |       2023 |       220 |       1910 |     2023 |     220 |     2340 |       2
 475836 |       2023 |       221 |        900 |     2023 |     221 |     1600 |       2
 475845 |       2023 |       221 |       2010 |     2023 |     222 |       40 |       2
 476144 |       2023 |       226 |       2230 |     2023 |     226 |     2230 |       2
 476130 |       2023 |       226 |       1000 |     2023 |     226 |     1600 |       2
 476205 |       2023 |       227 |       2010 |     2023 |     228 |       40 |       2
 476202 |       2023 |       227 |       2000 |     2023 |     228 |       30 |       2
 476196 |       2023 |       227 |       1000 |     2023 |     227 |     1650 |       2
 476431 |       2023 |       229 |       1900 |     2023 |     230 |       40 |       2
 476526 |       2023 |       230 |       2020 |     2023 |     231 |       20 |       2
 476464 |       2023 |       230 |       1100 |     2023 |     230 |     1600 |       2
 476514 |       2023 |       230 |       2020 |     2023 |     231 |       20 |       3
 476575 |       2023 |       231 |       2030 |     2023 |     232 |       30 |       2
 476573 |       2023 |       231 |       2030 |     2023 |     232 |       30 |       3
 476565 |       2023 |       231 |       1100 |     2023 |     231 |     1600 |       3
 476553 |       2023 |       231 |       1100 |     2023 |     231 |     1600 |       2
 476598 |       2023 |       232 |       1920 |     2023 |     232 |     2350 |       2
 476583 |       2023 |       232 |       1000 |     2023 |     232 |     1600 |       2
 476590 |       2023 |       232 |       1910 |     2023 |     232 |     2330 |       2
 476600 |       2023 |       233 |       1000 |     2023 |     233 |     1600 |       2
 476682 |       2023 |       236 |       1900 |     2023 |     237 |        0 |       2
 476702 |       2023 |       237 |       1200 |     2023 |     237 |     1450 |       2
 476731 |       2023 |       237 |       2030 |     2023 |     238 |        0 |       2
 476742 |       2023 |       238 |       1500 |     2023 |     238 |     1500 |       3
 476740 |       2023 |       238 |       1500 |     2023 |     238 |     1500 |       2
 476747 |       2023 |       238 |       2050 |     2023 |     239 |      120 |       2
 476756 |       2023 |       239 |        950 |     2023 |     239 |     1550 |       2
 476796 |       2023 |       240 |       1700 |     2023 |     240 |     2100 |       2
 476772 |       2023 |       240 |        900 |     2023 |     240 |     1600 |       2
 476871 |       2023 |       241 |       2010 |     2023 |     242 |       40 |       2
 476858 |       2023 |       241 |       1300 |     2023 |     241 |     1600 |       2
 476884 |       2023 |       242 |       2000 |     2023 |     243 |        0 |       2
 476890 |       2023 |       243 |       1350 |     2023 |     243 |     1350 |       3
 476923 |       2023 |       243 |       2100 |     2023 |     244 |      100 |       3
 476892 |       2023 |       243 |       1350 |     2023 |     243 |     1350 |       2
 476952 |       2023 |       243 |       2100 |     2023 |     244 |      100 |       2
 477001 |       2023 |       244 |       2100 |     2023 |     245 |      100 |       2
 477066 |       2023 |       245 |       1900 |     2023 |     246 |       40 |       2
 477102 |       2023 |       246 |       1900 |     2023 |     247 |        0 |       3
 477098 |       2023 |       246 |       1900 |     2023 |     247 |        0 |       2
 477167 |       2023 |       247 |       1930 |     2023 |     247 |     2350 |       2
 477176 |       2023 |       248 |       1850 |     2023 |     248 |     2310 |       2
 477390 |       2023 |       251 |       1900 |     2023 |     252 |       50 |       2
 477434 |       2023 |       252 |       1850 |     2023 |     252 |     2320 |       2
 477412 |       2023 |       252 |       1330 |     2023 |     252 |     1600 |       2
 478047 |       2023 |       263 |        900 |     2023 |     263 |     1600 |       2
 478056 |       2023 |       264 |       1000 |     2023 |     264 |     1400 |       2
 478090 |       2023 |       264 |       2000 |     2023 |     265 |       30 |       2
 478096 |       2023 |       265 |       1100 |     2023 |     265 |     1440 |       2
 478173 |       2023 |       267 |       1730 |     2023 |     267 |     2330 |       2
 478203 |       2023 |       268 |       1900 |     2023 |     269 |       50 |       2
 478201 |       2023 |       268 |       1900 |     2023 |     269 |       50 |       3
 478190 |       2023 |       268 |       1230 |     2023 |     268 |     1500 |       2
 478212 |       2023 |       269 |       1100 |     2023 |     269 |     1500 |       3
 478242 |       2023 |       269 |       1900 |     2023 |     270 |       30 |       2
 478208 |       2023 |       269 |       1100 |     2023 |     269 |     1500 |       2
 478286 |       2023 |       270 |       1100 |     2023 |     270 |     1500 |       2
 478311 |       2023 |       270 |       1830 |     2023 |     270 |     1830 |       2
 478331 |       2023 |       271 |       1050 |     2023 |     271 |     1550 |       2
(274 rows)

